document	label
나링아	0
솔직히 검찰도 못 믿겠다. 이것도 짜고치는 고스톱아니냐?!!	0
칸나 미쳤ddㅏ	0
대통령아 여자라 저러네	0
어제 꿈에. 파란하늘에 전투기 수십대가 북한에서 날아오는 꿈을 꾸었는데.. 아.. 내 꿈은 잘 맞던데. 불길하다	0
기자가 스파이. 체포 필요	0
어디서 한물가고 두물가고 아예 맛간연예인의 또라이같은 말	1
은섬이 개멋짐... 벌써 홀릭	0
김재중 존잘이더라 ㄷ ㄷ	0
세월호 화물 과적은 계획된거다. 그리고 90도 급회전에도 배가 침몰하지 않지 140도 급회전 한후 기울기 시작했다.적자배 화물부족 승객부족으로인한 적자배 세월호는 보험금 및 세월호의 폐기처분을 위한계획살인이다.http://blog.naver.com/extra_rozer/20209918744	0
노빠들 이종걸 까기 바쁘네 ㅋㅋ	0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
한국에 자살자가 많은이유는 신을 믿지 않는 사람들이 많기때문이다.서양은 90프로 이상이 기독교신자이기 때문에 거의 자살하지 않는다.나중에 이딸은 나중에 아버지의 산소에가서 대성통곡하며 아버지의 큰사랑을 느끼게 될날이 온다.	1
이 여자 뭔가 있네..그러니 판사가 집행유예 했지..아..썩은 판사가 이렇게 많네.	0
먼저 선제타격하고 만우절이라 장난좀쳤다고 정은이 도발시키자	0
털봐 ㅈㄴ 드릅네	1
남들은 우주개발하는데...땅파고 새마을 운동 보급하러 다닌다..........국민세금으로 벤쯔타고 가서 ..콩나물 장사하러 가는거임!!!!!!!	0
컨셉이 안이쁘네 가시나가 딱좋은데	0
가을이?은 ㅇㅈ이긴한데 솔직히 그리핀새끼들이라 믿음이안가네 걍 이미지좋은사람 앉히고 이미지메이킹하려는걸로밖에안보임	1
http://m.dcinside.com/board/ib_new1/5018 - dc App	1
아직 멀엇어ㅠ.너무비싸요~더 떨어져야 합니다.	0
최자가 사람 잡음!	1
준영아 형도 좀 초대 좀 해줘라 같이 놀자 임마	1
우아우아라라라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 	0
너나 잘해라 근혜야!! 뭘 알고 하는 말인동~	0
남태현 성격 싸가지에 어른공경 할줄모르고 여자들 가지고 놀고 yg가 좋아할만한건 거의 다 가졌는데	1
뇌물현은 이런 일 터지면 사과 대신 자살 한다믄서요? 이것이 진정한 사과제 ㅜㅜ..우리 서민대통령 그립소 ㅠㅠ뇌물현은 이런 일 터지면 사과 대신 자살 한다믄서요? 이것이 진정한 사과제 ㅜㅜ..우리 서민대통령 그립소 ㅠㅠ뇌물현은 이런 일 터지면 사과 대신 자살 한다믄서요? 이것이 진정한 사과제 ㅜㅜ..우리 서민대통령 그립소 ㅠㅠ뇌물현은 이런 일 터지면 사과 대신 자살 한다믄서요? 이것이 진정한 사과제 ㅜㅜ..우리 서민대통령 그립소 ㅠㅠ뇌물현은 이런 일 터지면 사과 대신 자살 한다믄서요? 이것이 진정한 사과제 ㅜㅜ..	1
나영석은 1박2일 관두고 더 성공했는데 강호동은 1박2일 나오고는 개폭망 아직도 회복이 완전히 안되고 있다.	1
화를 낼 만한 정치인은 성숙한 정치인의 표상이 됩니다 그래서 정치인은 화를 일부러 받으려고 얼토당토않은 막말을 하거나 어처구니없는 행동을 하기도 합니다 성숙하니 화를 받는 것인데 화를 일부러 받고 성숙하다고 우기니 전도돼어도 한참 전도돼었죠 뜬금없는 화를 상대가 낼때는 아 그만큼 내가 성숙해보이는 구나 하고 생각해야 합니다	0
 돈가스 샤부샤부 라멘 카레 어디서 유레한 음식 이노? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
간단하게 말하겠다. 개표방송 북한에서도 실시간으로 본다. 걔네들이 환호할만한 결과를 만들지 말아라. 이정희, 임수경...더 이상 말 안하게다.	0
바람피는 남녀는 얼굴공개하고 지옥에서 살아야한다	0
김남주는 담배 안피겠지?? 고씨 처렁	1
토지공유제 동일임금등 사회주의로 가자고 하는 정신나간 놈들한테 개돼지들이 투표를 했으니 탈출하는게 정상이지~	1
고깃집 하는데 앞에선 감사합니다 맛있게 드세요 ^^ 해놓고 뒤로는 비건이면서 고기먹는 새끼들은 다죽어야한다 이 지랄한 셈인데 안빠지겟니?	1
요즘은 간호조무사도 저런책 보냐?	0
카카오페이증권 인수 이후 인재 확충과 플랫폼 강화를 위해 지속적으로 투자할 것	0
안내견들 들여보내고 안에 들어있는 개들을 빼내자	0
운동하면서 보충제 먹고나니까 등드름 좀 나던데	0
왜 박근혜를 대통령으로 뽑았을까? 국민들은 그녀에게 그 무언가를 기대하였을까? 무엇을 기대할수 있었을까? 아니면 막연히 마음에 끌리는것이 있어 그런 큰 죄를 지었을까? 아무튼 우리국민이 감수해야할 부분이다.	0
카더라 ㅁㅈㅎ 팩트일베 뒤졌노	1
시공간은 뭐가 바뀐거지 낫이 생겼나?	0
흐미 이게 얼마야	0
여러분은 지금 댓글 게시판을 통해서 2014년 대한민국 어른들의 한심한 작태를 보고 계십니다. 안전은 누군가가 또다른 누구를 지켜주는 것이 아닌, 나와 내 이웃과 사회 구성원 전체가 서로를 지켜주는 것입니다. 내가 아니면 누군가가 저 아이들을 살려주겠지라는 안이하고도 한심한 생각에 이런 대형참사가 발생한 것입니다. 대통령은 물론 국정의 최고 책임자로서 무한 책임을 져야겠지요. 그런데 그와는 별개로 국민 개개인이 얼마나 안전을 위해 시간을 투자하고 비용을 지불해왔나 스스로 돌아봤으면 좋겠습니다.	0
윤석열 대통령 만들기 하는 사람은 추미애인데	0
하~~~명예교수 존경받는 분이 되야 할건데요. 무식하고 개같은 인간이 한말씀 올리겠습니다. 제발 멀리 보십시요. 당신은 국민의 대표로서 신중에신중을 해서 말씀을 하시길 바랍니다.국회의원은 국민을 대변하는 분입니다. 당신을 지지하신분들이 당신의 말한디한마디 다 기억하십니다. 여야를 떠나서 제발 존경받는분이 돼세요. 저는 보수지만 우리나라가 여야를 떠나서 다 잘 해 주시길 빕니다. 다 대한민국 사람들이니까요. 부탁 드립니다.	1
사람이먼저다 찍을걸	0
이지경으로 만들어놓고 대책???한심한 생각이네...당신네 당 선거에 이길 대책이겠지..ㅆㅂ	1
젠장. 일본 사람들 전염병에 강한 DNA 로 태어났다고 지랄들 하지만. 양껍질 벗겨지듯 한이 없구만. 아베 및 각료들은 한국에 도움을 청해 애꿎은 국민들을 보호하거라.	1
20년 전 한국의 틱톡.gif	0
그래 한번 맞짱 떠 보는거야!	0
글쎄... 얼마나 갈런지...	0
일을해야지... 국회의원이 본분도 안키지는 국민이 검찰 개혁을 원하는건 높은데.. 지들만 반대하고... 그렇게 70~80년대 의식을 갖고 살아가세요..	0
최순실은 아들이 없다. 세상에 존재하지도 않는다. 검찰조사에서 확인된 사안이다.그런데 언론들은 서로 기사 베끼기 경쟁을 하며 아들이 있다고 보도 한다.이게 지금 말이 돼는 것인가? 국민 농단이다.국민들이 얼마나 바보같으면 이런 짓거리를 하는가?	0
개 떨거지 미친 또라이 호로 쓰레기 후장 보지 자지 같은세꺄	1
획갈리게 하지말자. 안접어도 되고 두번접어도 되고 가로세로 상관없다 . 무효표 않되게 잘찍으시고 빠짐없이 투표합시다.	0
신문인가? 기자인가? 그 사람도 약자다! 시류에 편승해서 교모히 해꼬지! 조로남불을 보면 우린 죽어야 겠네?	0
대통령께서 사과하는 방법을 너무 모르시는것 같아 안타깝네요!!! 괜히 꼬투리 잡는건 아닌가 생각도 해봤지만... 죄송합니다만 도무지 진정성이 ..... !!!!!	0
자살은 그저 개인의 선택일 뿐이야. 자유민주주의에서 왜 죽을 자유는 인정못하는지	0
ㅋㅋ씨맥은 감독상도 준우승이네 아 ㅋㅋㅋㅋㅋ	0
돈없고 빽도없고 그러면 저렇게 나올수 있을까?바로구속감이지 또 벌금이 왜이리싸? 지인은 술만먹어서 걸려서 천만원 나왔다는데? 이거 말이 된다고 생각함?	0
서주니 왜케 말을 이쁘게해. 센스서준	0
와이건 놀랄만하겟는데	0
야 그딴 잔머리 굴리는 사과 필요없어 집어쳐	0
천안함사건때 향판지역민들이 떼로 정부조작설을 우기며 미쿡가사는 전라넘까지 나서서 천안함은 어뢰공격당한게 아니라고 ??떼로 발광을 해댔다. 천주교전라구현신부단이 깨떼로 나섰던 기억이 난다. .... 제발 좌빨넘들 나서서발광 쫌하지마라...	1
외소한체격이 참 아쉽지만..지드래곤은 참 멋져부러	0
공황장애<~한번 걸려보고싶음 ㄹㅇ 다 엄살같은데	0
그럼 대회에서 100년동안 안나올듯..	0
찌라시 연합뉴스네...	0
어제 재밋게 봤어요~ 가끔 본인을 위한 선물로 맘껏 드셨음해요^ ^	0
미국응딩이만 믿고 갑니다	0
외국에서 공부할때 점심시간에 캠퍼스에서 밥 먹고있는데 우리과 외국인교수가 청소하시는 노인과 샌드위치를 먹으며 다정하게 이야기하드라. 지식인 및 상류층이 이정도의 모습이 보이지 않는 사회라면 학력차별 폐지? 미친소리다!	0
빨리도 알려준다 난 이미 가로로접었어	0
차태현씨 굿굿굿입니다	0
선미 !!!!! 대박나자 한번더 ㄱㄱ	0
장도연 고정되면 대상받을듯	0
손승연 가왕 이후에 계속 라인업 개폭망임 섭외할사람 떨어졌으면 그만하던가... 재미없어 ㅡ	0
교복 야쓰	0
양질의 데이터를 기반으로 대출 등 고관여 금융서비스를 출시해 종합 자산 플랫폼으로 진화해 나가겠다	0
김제동이 강연 한번에 1천5백을 받는다니 강연을 일주일에 2번씩만 하면 1년에 18억인데 저 기자는 어떻게 생각하는지 궁금하네요	1
오연서 부터가 드라마랑 안어울리고 동동 뜨더라 이승기가 너무 아까웠음....아깝겠지만 접어버리고 딴거 시작합시다 승기씨~	0
조윤선이도 닥이 찜한 인간이라 기여코 장관 만들껄!!!	0
주담대 단돈 1원도 안될 거라고. 국민은행 다니는 친구가 말해주더라~ 엄청난 규제 나온다고	0
어쨌든 변제 의무가 없는 김영희가 나서서 피해자와 원만하게 합의했으니 잘한건 맞지 뭘 욕을 못해서 안달인지. 피해 당사자도 합의한 건데.	0
나 댓글 워리언데 국정원 취직 좀	0
관상이랑 대비해서보면 좋은거같아	0
차기 대통령은 공무원조직이 범죄조직화 하고 있는 것을 근절하고,관민이 공모하여 끼리끼리 짜고,끼리끼리 해먹고,끼리끼리 덮어주고 감싸주면서 나라와 약자를 등처먹는 일을 엄단할수 있고,측근들의 부정부패비리에 장님이 아닌 분이 되었으면 합니다.빵조각에 양심과 영혼을 팔고 있는 국민여러분들의 반성과 각성을 바라며!!,그리고 한일양국 수많은 정치가,기자,변호사,경찰들이 알면서 침묵하고 있는 제사건도 ->http://blog.naver.com/ansunduck 진상규명을!! (Twitter: koreaan59)	0
다음은 연합뉴스와 더불어 다른 언론사도 골고루 기사를 올려주는데네이버 개이버는 연합뉴스 기사만 메인으로 올려주는구나....알바들도 천국이고....난장판이네 결국 국민의 심판을 받게될거다	0
나라가 매일 이지랄이야 물어뜯기 바빠 대구와서 코로나속에 지내봤어???도와준적 없으면 입다물고 있어 !!! 아직 재난지원금 한푼 못받은 자영업자다 !! 대구시민 대처상황 정말 고생많고 수고많으셨습니다	1
제발 그만 좀 합시다..! 대통령이 신도 아니고.. 그럴일 절대없지만... 난 대통령자리준다해도 싫지싶다...다시태어나도.. 절대...,	0
남조선인민공화국 기레기 다운 기사네 이제 부자들은 인민재판 당하고 거지들이 득세하겠네	1
결국 홍승채덱은 큰타격없네	0
고마해라 마이 해뭇다이가 물러날줄도 알아야지 하여간 대한민국 꼰대들하고는ㅡㅡ	1
결혼해라 어차피 소시 끝났잖아.	1
남로당 빨갱이새끼 딸이 대?령되니까 빨갱이 자식새끼둘이서 한반도에서 깽판을치는구나	1
국정원 대통령각카!!!증말 싫어요!!!당신이 멀 알겠어요 ?!!!	0
잘하셨습니다. 이젠 할머님들도 몇명 안남으신거 같은데. 일본넘들은 평생끝까지 사과안할거고. 살아생전에 돈이라도 받아야하지 않겠습니까, 분하고 화도나지만 어쩔수없는 선택인듯싶다	0
너희앙망하는 야당정권잡으면 그래 뭐할건데 새정치? 그게 구체적으로 뭔데? 서민들이 웃을수있는사회? 어떻게? 반값등록금처럼 유야무야, 무상급식처럼 신규교사 때거지로 실직자만드는 사태? 제발 꿈깨라 하... 답답한새키들	1
종교를 정치에 이용하지 마세요.. 현 시국이 종교지도자들 만날 시국입니까?	0
드라마내용보다 논란이 더많네	0
군인.. 운전하면 안되지 않나?	0
댓글들 봐라 사이버전사들 투입된듯 갑자기 울 대통령비판시작하네	0
주연만 맡았지 차태현은 한 게 없고.	0
제 주변 많은 로스쿨 준비생들을 보면 오르긴 오르는것 같습니다	0
저게...대통령 이란다.....	0
배수지 이종석 ?오	0
뭐가 문제? 드라마 안하는 방송국도 하나 쯤은 있어야지. 막장 드라마만 한다고 깔땐 언제고	0
여동생 교복 입어본 언니...jpg	0
바뀐애 지지하는 사람 아무도 없다 국정원을 동원해서 사상 유례가 없는 부정한 방법으로 정권을 잡은 바뀐애는 빨리 내려와야 한다. 그렇지 않으면 분노한 국민들이 장성택처럼 처단할 것이다.	0
부울경도 다돌아섰다 이뇬인	1
선동질이 안먹히니까 수구 꼴통들이 도배질하며 발악하고 있네 에구구	1
진씨 얘는 조만간 아가리로 인생쫑날게 눈앞에 보이는데 계속 짖네	1
민생 감언에 도덕 져버렸구나......................	0
토줍이보니간나른해지네	0
호남......쓰레기들......	1
누구를뽑던 자기맘이겟지만 투표꼭합시다 ㅎㅎㅎ	0
너프 하도 먹고 성능이 내려간게 제일 큰듯 초반중반후반 가릴거없이 구림	0
강용석의 고소한19 전쟁나면 편만봐도 전쟁시 한반도가 어떤폐허가될지 짐작은가겠다 이 군대도안간듯한 수꼴OOO들아	0
신의 심부름꾼으로 여겨 신성시 하는것은	0
클럽 보다 나이트가 더 쉽냐?	0
일본이 한국, 북한, 중국을 가지길 바라면 추천.TXT	0
존나 수상하지 않냐	1
그럼 전라도는 짐싸서 북한으로 보내야되나??이런 벌레만도 못한 녀연이~~	1
이런인간은 집유 술안먹고 법지키며 조심운전해도 민식이법에 걸리면교도소행	0
아	0
증말 신천지와 비교 마라 감염이 많았던건 신천지가 숨어 다니며 벌인 이단종교 집단에 의한 전염 이었지 우리 방역 의료진들이 잘못 한게 아니다 일본은 근본적 으로 운동회에 미쳐 확진을 방치해서 나온 결과다 어디 비교 할걸 비교 해야지 ????	0
언능 보고싶다..박서준..ㅋ 왕기대~~^^	0
야라조 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
우리 군사력 세계8위다..뒈질라면덤벼!	0
죽은사람한테 생일이라는 표현도쓰냐?	0
역사는 지가 공부해야지 ?傭? 모르네공산주의?넌 시대가 그시대면 벌써 어디서 주둥이 이렇게 함부로 못놀린다는것만 알아둬라좋은세상 살아서 저렇세 대통령 나불대도 가만히 잘 살고 있는걸 지만 모르네!닭그네 빠였냐?ㅋㅋㅋ한심하다그렇게 싫으면 니가 다른나라가서 살어 ㅡ	1
아이고 여자면 음주 살인해도 무죄	0
대다나다..어이가 없네!!	0
얜 뭔 듣보잡이냐	1
님들아 에코 3성 떴는데 이거 좋아요? 아 저는 솔 3성 생각해서 리롤 돌렸는데	0
저 사진 누가 웃길려고 합성 한 줄 알았음 현실이라는 사실에 당황스럽다 일본 국민은 개돼지인가?? 얼마나 세뇌됐으면 저런 상황에서도 정권 지지율이 40퍼지????	1
쓰레기 판사 검사들...법과 원칙 개무시....역시 적폐 개혁 대상인데...아직도 못하고.있으니....	1
이혜정씨 정신차리셔 난 니가 호스트바 다니면서 난리친거 본 사람이야 니가 그 몸매로 그 난리치면서 누구한테 그 러는거여?	1
그냥 국회해산시키고 동사무소 잘되어있으니 국민직선제로 하자니까 법안처리 국민투표로해도되는 최첨단대한민국임... 자기배만채우는것들 다 잘랐음 좋겠음 대통령사면권부터 없애는 법통과후 공무원 공기업비리자들 감형없는 10년이상형 때리고 출소후 공직진출안댐 떡검사들 15년 최고징역때리고 출소후 변호사자격불취득 대통령임기시 비리정책들로 1조이상 국민혈세 친인척들 나눠먹기했음 총살. 이유는 국군최고통수권자이므로 군법적용 군수뇌부들 뇌물로 불량무기수입적발시 직위해제15년이상 징역 이런거 국민투표로 하면 다 통과된다에 내 목을 건다.	0
사회에서 대학 말하면 돈이 자동으로 나오누?	0
눈물이야 빚물이야 ㅇㅈㄹ ㅋㅋㅋㅋㅋ	0
지가 무슨 박사학위 있는 마냥 말하네?	0
미군정에 편입되고 싶으면 씨발럼들아	1
전라도는 환영하지 싶다.	0
김보미가 더 유명하지 않냐? 골프계의 아이돌인데	0
젤미친새끼ㅋㅋㅋ	1
이렇게 욕하면서 선거때되면 새누리찍더라 참 아이러니한 나라지	0
인구대비 한국보다 적다고 억지로 자위하고있는 민족ㅉㅉ	1
집유라니 진찌 망할 ㅠㅠ	0
아내 ㅈㄴ 이쁘네 부럽다	1
흙수저 아저씨 1	0
조문객 붙잡고 쇼부리는 정권... 쇼하는덴 압권이다. 노인들은 잘도 속아 넘어가고~~~	1
이런말 한 대통령이 최근 십오년간 이명박 대통량 제외하고 있었냐? ㅉㅉ무개념 노 김대중	1
아 씹	1
지키지도 못할꺼 핑계도 좋다	0
신사초갓부터 해줘야지	0
역시 연합찌라시. 그냥 가만히 닭치고 있어라.	0
우승이 벌칙인팀ㅋㅋㅋㅋㅋㅋㅋ	0
일베새끼들 몸좀 추슬렀냐?ㅋ~자-이제 대선까지 잘 부탁한다	1
책상앞에 앉아서 종이 쪼가리 읽고서 사과하는것 자체가 생각이 있기는 하냐?무릎??고 사죄해되 안될판에 총체적인 책임자가 이따위니 나라가 개판이지!	0
보좌관이 없어어 국회 안내견 델고 드가는게 아니고 안내견의 역활과 대중의 의식을 변화 시키려고 그러는거자나?안내견에 대한 안좋은 인식을 바꿔 보려는 의도를 몰러?	0
쌍수 아무는 단계인가 봄. 하기야 40 넘으면 자연산 있어도 한 번씩 올려주더라.쌩얼인데도 이쁘네 고소영.	1
차두리라고 하면 되지.. 세찌는 머야...	0
ㅂㅅ 들 인버스투자하라고 유튜브에서 수작부리더만 ㅡㅡ 집팔고 전세빼서 투자한 개미 만세 ㅋㅋ빨리 집이나 마련해라 ㅋㅋ	1
끝이보이는데아이노이츠라잇 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
검찰은 즉각 수사하라!!!	0
누고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
저중에 조선족년 반틈은 있을거같다 개 씨발조선족시진핑개썅년 + 돌대가리여시년들	1
대전은 계속 오른다~ㅋㅋㅋ	0
연속 4딸.... 질문받는다	0
ㅋㅋㅋ세금폭탄 이민가야지....이젠 중국하고 무역도못해서 경제도 망가지겠군우리나라는지금까지 내국의 힘을 어떻게 기르는건지 인재유출도심각한데....ㅋㅋㅋㅋㅋ	0
저게 왜 한국에대한 비난으로 욕으로 보인다는거지? 우리나라 사람들 까놓고 말하면 편협하고 극단적인 민족주의야.. 배타적인 자민족중심주의 순혈주의	0
국회의원 하는 일이 개인의 원한을 보복하는 권력으로 생각하는 싸가지들이 있다. 국민을 무시하는 이런 싸가지는 빨리 쳐 내라.	1
입만 살았어.....	0
될거같은데 밑에 작게 해시태그 띄워서	0
반박 못할꺼면 꺼져 이 병신 새끼야	1
이것참... 김대중 노무현때가 좋았는데 북한 신경끄고 살 수 있어서	0
아이 헬맷 쓰도록 교육하지 않은 것도 잘못! 만 6세 아이 옆에서 보호 안하고 차몰고 싸돌아다니는 것도 잘못! 단지내에서 서행 안하고 전방주시 태만해서 무고한 어린 목숨 잃게 한 것도 잘못! 더구나 자기자식 스스로 보낸 것이 가장 큰 잘못! 아이가 무슨 죄냐	1
창조니 국민행보이니 하는 것들 전부 말 장난임. 대통령 당선전후 얼굴 싹 바꾸는 것은 이명박그네 올시다. 아무런 능력도 검증되지 않은 사람을 뭘 믿고 도대체 뽑아 줬는가? 멍청한것들...ㅉㅉㅉ 응?	0
국민분열조장하는 저런 종자들은 법으로 처벌안되나;; 요즘 세상엔 저런 짓거리가 빨갱이 짓거리지..	1
후스거너풀더트리거ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
둘다 너무 귀여운걸	0
레이 블박이 상당히 궁금	0
흙가씨결말=둘이 결혼함ㅇㅇ	0
이 시간에는 동물의왕국틀어도 30%임	0
옆집 개소리 들리네 아놔 개 짜증 @	1
아무도 벗...	0
넌 북한으로 가라 쓰레기야.. 이런게 교수라고? ㅋㅋ	1
아필라라라라라라라라라노스텔지아 ㅋㅋㅋ	0
야나 ㅋㅋ	0
이런 탈북자한테 공천준 미통당이나 그냥 당만보고 뽑은 강남사람들이나 똑같은 개돼지....	1
애들말로 그냥 찐따 스타일인데. 이걸 빨아대고ㅜ신격화하네. 참 한심스런 청춘들..	1
닥근혀가 새로운 위협이 아니라고 대국민 발표할 때가 포격전 사기 딱 좋은 타이밍이다. 이승만도 북진통일 운운하다가, 서울시민에게 거짓말하고, 몰래 혼자 남쪽으로 피신했지. 그때 국민은 배신감과 맨붕에 다 나자빠졌다. 지금도 마찬가지다. 새로운 위협 아니라고 할때가 포격전 타이밍이다. 해상에서 잠수함 공격도 나쁘지 않아. 서로 침공 없이 피만 흘리는 타격 교전 석달안 하자. 외신에도 타고. 러샤와 중국은 한미에게 부 자극 말라고 경고도 보냈다. 책임은 한미에도 있다고 평가될꺼다	0
이와중에도 새누리는 돈선거...	0
핵우산은 핵미사일을 막아준다는 얘기가 아니라 핵 맞았을 경우 보복해준다는 것임	0
그때 죽이고 싶더라 씹쌔끼	1
오래 못갈 것 같은데 곰신 ㅜㅠ 소민씨 화이팅!!	0
몸매 ㅎㄷㄷ한 언니 화이팅	0
ㅋㅋㅋㅋ스크롤 안내려보고 없다하는듯	0
그냥 ㄲㅈ자	1
츄다츄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 	0
이새키 골때리네 ㅋㅋ	1
자한당족속들아너거가180석되었으면성향상4월에일방집행이다그쟈?이것들이또 국민을우롱하네너거는대선도뻔할뻔자다 ㅎㅎㅎ	1
요즘은 개콘도 일본 올로케로 찍는건가? 이보다 더 웃길순 없다	0
당신 정체가 뭐냐구 ??	0
야 국회에 들어가서 투표해봐라??민주당 하고싶은대로 다되지??금액이나 깍지마라	0
궁쥐에 몰린 쥐가 문다는 건 들어봤어도 돼지가 문다는 건 처음 들어보네 함 물어봐라	1
여자는 무조건 어려야됨 ㅋㅋ 솔직히 늙은여자는 쓸모가없지 돈많은 소지섭이 17살 연하녀 만나는건 당연한일	1
그렇게 멋대로 살려면 비혼하세요 미친	1
늙은 암닭이 건방을 떨고부터 매사가 최악으로 치닫고 있다 대한민국호 침몰지경이다	0
bjh8533	0
씨발 너네가 한번 정수기 같은 년이 좆빨아준다고 상상해봐라	1
주사파또라이들 가많있으니까 얘가 정은이사주받고 국론분열획책하나보네 그런논리라면 몇년전평양가서 김일성할배요하며 신나하던애와 걔를보냈던애는 어찌해야하는가?평양으로가야되는거아닌가?	1
똥국에 밥 안주고 지들 의견도 들어보겠다는	0
요즘 의대는 펠로까지 필수라 거진 10년은 버텨야 돈 번다.  30에 붙는거면 그냥 무당쪽이 낫다고 봄.	0
누가 이길지 진짜 궁금하다ㅎㅎ 암튼 투표율80넘었음 좋겠다ㅎㅎ	0
어쨌든 안재현이 불쌍할건없음 구혜선저렇게만든건 안재현이야	1
전쟁이고 뭐고 다좋은대 북한전체 쑥대밭 만들어도 우리나라 포항제철 하나만 날라가도 우리가 손해다..승패를 떠나서 완전 손해보는 장사 OOO	0
투구+무기인가	0
아니 말투가 거슬림 느낌살아있네 이런거 듣기 싫어..	0
다야야 잘했다! 도란이는 쫌 많이 당해야해..멍청하고 답답하고 연기도 못하고	1
비디오 있어도 안에다 싸는 장면만  없으면 그럭저럭 참을수 있을것 같음근데 만악 안에다 싸는 장면까지 있다면 멘탈 나갈것 같음	0
이게 뭘까	0
괜히 주기 싫으니까 미통당에 공 넘기는거 아닌가.. 화장실 들어갈때랑 나올때 맘이 천지차이... 이런 사람들이 무슨 나라를 위하는 정치를 한다고...한심하다...국민을 그야말로 푼돈이나 받아먹는 개돼지로 아는건지...	1
여기서 시빌 제발 아는척하지좀마라 ㅈ도모르는것들이진짜	1
시빨이 정답이었노 ㅋㅋㅋ	1
과거미화 오지네. 천재라고, 서태지가 극찬했다고 엄청 밀어줬지만 노래가 그저그래서 못뜬 게 팩트	1
엌ㅋㅋㅋ 부들부들 발끈 미친년 ㅋㅋ	1
꽈배기 나 먹어라	0
하여튼 야당은 나라와국민보다 흠집내고 훼방놓을라고 정치하는것같아~~과연 고위층, 잘사는사람 크고작은 흠집 없는사람 몇이나될까? 지들은 다청렴한가?	0
이밤 청와대는 안녕하십니까?	0
죽은 삼노무시키 제사도 아까운데 무순 생일파티냐 돼지너도 따라가 죽어라	1
옥중편지를 받고 합찬것 일은안하고 목사랑 합쳐서 시위한것 쓸대없이 삭발에 단식시위한것 다 황교안이 한일이네	0
관종 등장 하셨네주둥아리 놀려서 밥 먹고 사는애인데 내버려 둡시다안그러면 얘는 굶어 죽어요	1
참고로 박근헤는 군통수권자로서 5년간 현역 복무중이다.	0
대북정책 하나로 믿음이 간다.	0
50 60 세대여 그대는 잊었는가? 독재에 맞서 투쟁하던 학창시절을. 역사앞에 부끄럽지않았으면 좋겠다	0
한사람이라도 더 실종자를 구하는데 최선을 다하고 또 제대로 된 시스템도 만들고, 대안을 갖고 앞으로 대국민사과를 하면서 말씀을 드리는 게 도리라는 생각을 갖고 있다고 말했다.일이벌어지고 울음바다가 되고 피바다가 된 뒤 최선 다하고 시스템 만들고 대안 찾는다는게 말이나 되는소립니까?	0
구구절절 맞는말만 하는데 자꾸 시비걸고 불만인 사람들 범죄자 정준영 지인인가봐ㅋㅋㅋㅋ	1
그럼 덜더럽게 살았다는 말이냐? 더럽고 안 더럽고는국민이 판단한다...니가 판단하지마라... 더러운놈이나 덜더러운 놈이나 더러운건 매 한가지다...	0
진실은 밝혀지고 죄지은놈은 깜빵가자	0
25회장 잘생김?	0
니가 한말 보여준게 뭔 돌려해석이??ㅋㅋㅋㅋ 정신많이나간듯ㅋㅋㅋㅋ	0
남편은 용서해도 아내는 용서못하겠다 남편 신경좀 써주지는 하여간;	1
잔짜통진당해산을진심으로축화한다!오늘한잔해야겠다	0
솔직히 지금 현역군인들..유서 써놓아야 합니다. 전쟁 터지면 최전방으로 배치되어 K2 소총 한자리에 의지하여 진격해야 합니다. 하지만 아무리 전투 잘해도 북한이 대포동 미사일 한방 쏘면 몰살 합니다. 하지만 나라를 위해서 목숨 바쳐야 합니다. 그게 애국입니다. 니들 목숨은 나라의 것이다. 목숨 내놓아라. 살고자 하면 죽을 것이다. 죽고자하면 살 것이다. 최전방에서 눈 딱 감고 K2소총 막 갈겨라. 그리고 눈 뜨면 살아있을 것이다.	0
동종전과 있는데도 집행유예라고 판새 대가리에는 뭐가 들었노?	1
이노래가 야생화 보다 좋으면 공감 아니다 비공감	0
